var_num_peaks_2_denoise_simple,var_percentile_roll50_std_20,var_mfcc_mean4,var_mfcc_mean18,label
2603.0,2.4714530830386954,-8.073378503050044,-0.9382965547367595,11.023696940999999
3131.0,2.4747622353717134,-8.192698300939279,-0.8827704630214821,10.984298648
2613.0,2.472712628400714,-7.019708833439617,-0.49325422102106226,10.94599585
2505.0,2.458723908497146,-7.277623120441485,-0.49382366667976824,10.906597557000001
2399.0,2.4581450560974116,-6.739925228259114,-0.33355484898643517,10.867299264000001
2629.0,2.472641517122773,-7.226675371361892,-0.9886424628967856,10.828996466
2553.0,2.473950001958197,-7.055268501425801,-1.0187095743100218,10.789598173
2425.0,2.453690261020906,-7.809981398470296,-0.980049869935133,10.75019988
2153.0,2.4513745004644347,-6.324511645683806,-0.5729308927300032,10.711897082
2449.0,2.4681223564546317,-8.20115810140891,-0.8317769418554597,10.672498789
2618.0,2.475759389073177,-7.236626774087394,-0.8948568960289487,10.63419599
2528.0,2.482963877508287,-7.664878887292496,-0.44192555387555377,10.594897697999999
2641.0,2.496628295724234,-7.892689091372716,-0.5478597894389653,10.555499405
2694.0,2.481820193149391,-7.714709414295921,-1.2038586962532354,10.517196606
3005.0,2.490821624697264,-7.314512922161613,-1.4518941620437806,10.477798314
2878.0,2.472538080300777,-7.614374341744399,-0.9029490665205094,10.439495515
3136.0,2.504626135788145,-7.934137514158758,-1.118952283696697,10.400197222000001
3072.0,2.4821466455913197,-6.94492583394626,-1.79418877309782,10.36079893
3139.0,2.508528067217503,-7.759780369773901,-1.132950926921853,10.322496131
2865.0,2.4836579990463115,-7.1995558849076735,-0.912819050837001,10.283097837
3344.0,2.499795796309145,-7.866068969545178,-1.321894225284317,10.243799544
3685.0,2.533510655691681,-8.727639402047101,-0.9974550224168941,10.205496746
2906.0,2.498186427567414,-8.106013441099524,-1.02901381953391,10.166098453
3449.0,2.502627866336831,-8.101398019123309,-1.2293949878134949,10.127795655
3290.0,2.5196433448511963,-7.994377027379911,-1.5856571980871432,10.088397362
3165.0,2.5082924079270503,-7.53337298942546,-1.1112315444985446,10.048999069
3314.0,2.505399528529437,-7.860708038084224,-0.7644322517608908,10.010696271
3185.0,2.493688126940496,-7.536767049035663,-0.8473107344817916,9.971397978099999
3659.0,2.5184647656556285,-9.48150036528748,-1.691341335942745,9.9319996853
3455.0,2.5158379570698215,-8.645742377391485,-1.6689071733447298,9.8936968869
3185.0,2.502192994200299,-8.298650528005,-0.9548273264615665,9.8542985941
4055.0,2.5330532470973375,-9.547970940926536,-1.0306616247324452,9.815995795700001
4095.0,2.546913506896663,-8.601797648840327,-1.4676989853430886,9.7766975029
3296.0,2.5267504731101287,-8.549951080809304,-1.0972391268817188,9.7372992101
3462.0,2.524469168285152,-9.00012157391267,-1.0398096934457128,9.6989964117
3785.0,2.535298762842057,-9.779112964739559,-1.4011328438495372,9.6595981189
4262.0,2.55707406257062,-9.306571546549598,-1.2380983105052727,9.6202998261
4178.0,2.5353779117895328,-8.438724248164784,-1.225209130018162,9.5819970277
4006.0,2.5433962500535054,-9.177563195064952,-1.509228954520842,9.5425987349
3909.0,2.554399660018874,-9.274362671799247,-1.4389688601066595,9.5042959365
4278.0,2.5510719020503085,-9.12474033110265,-1.3259959757305932,9.4648976437
3471.0,2.522862230406181,-8.595576407248304,-1.0201575455029348,9.425499350900001
3996.0,2.5577449627011335,-8.89209045611009,-1.1755529844265442,9.3871965525
3930.0,2.5490321822835593,-9.227044777049171,-0.9448081362122912,9.3478982597
4084.0,2.572089513881387,-9.47631038438892,-1.338905560520901,9.308499966900001
4433.0,2.577480587356834,-10.578243435442328,-1.5244701335852928,9.270197168500001
4083.0,2.556282323512982,-9.943820777743298,-1.6226171195961974,9.2307988757
4778.0,2.600168202118467,-9.683734166460367,-1.1500409255206028,9.1924960773
4262.0,2.5646064521181113,-10.388342883522585,-1.727735959596495,9.1531977845
3956.0,2.5555139747368782,-7.8271559555266625,-0.9342577043989062,9.1137994917
4554.0,2.57536092178951,-9.211719685227818,-1.1590023962493996,9.0754966933
4691.0,2.5946768967846743,-10.6561274076137,-2.0533706387273947,9.0360984005
5166.0,2.6379561867584167,-10.031944882458088,-1.7491780696835373,8.9977956021
4521.0,2.5761894097851004,-9.629108947310336,-2.109518625799441,8.9584973093
4688.0,2.590215284723432,-9.985126408107426,-1.6487371903836767,8.9190990154
3655.0,2.5453409389400923,-8.999477240528947,-1.5377525881027783,8.880796217
4379.0,2.5682968442135,-9.976721834129972,-1.8489204427131263,8.841397924199999
3936.0,2.5479032453068164,-9.067340272954214,-1.7501662229821826,8.8019996314
4712.0,2.587006724036538,-9.53715513546922,-1.9633287486361377,8.763696833
4183.0,2.5542949488513402,-9.692392352814673,-1.555276542536689,8.7243985402
4774.0,2.5959741124711706,-9.950518971973786,-1.9859560286996467,8.686095741799999
4471.0,2.5707037236039576,-9.317909009937518,-1.556807864793368,8.646697449
4148.0,2.561114483523415,-8.627258229316991,-0.9289426055105778,8.6072991562
4864.0,2.591921714568019,-10.246098037371082,-1.8830096936379104,8.5689963578
4617.0,2.5939687388029116,-10.068544061979308,-1.9966895057462022,8.529698065
5131.0,2.620307943811618,-9.760982026278372,-1.7597286412268378,8.4902997722
4948.0,2.6025198719241365,-10.668804486463028,-1.8758698391371138,8.4519969738
4840.0,2.606781860408031,-9.778968587543673,-1.9620313483164278,8.412598681
4739.0,2.607944106694038,-9.165777420045632,-1.6100657325856433,8.3742958826
4991.0,2.624569401706674,-10.257159585434922,-2.0002689611358537,8.3349975898
4782.0,2.579144386472341,-9.624965028034097,-1.3824793064126406,8.295599297
5214.0,2.6203931686805926,-9.774381663815308,-2.325321405615094,8.2572964986
5026.0,2.597875937014015,-10.60064508287485,-1.9614511036929285,8.217898205800001
5564.0,2.6482837915930237,-10.847721662165801,-1.812315940379711,8.178499913
5506.0,2.6545824565866654,-11.666056462282535,-1.8951128159342603,8.140197114600001
5363.0,2.636067190385822,-10.53220984020218,-1.9817332910908396,8.1008988218
5126.0,2.6142788030020134,-10.692713595464877,-2.0827098378510884,8.062596023400001
5830.0,2.6686271716156793,-11.672566723995997,-1.9962752239922488,8.0231977306
5489.0,2.634966034386628,-10.465858655323943,-2.1354160727003344,7.9837994378
5247.0,2.637693602356736,-10.423360928526169,-2.4298359060638,7.945496639400001
5005.0,2.6098093883012043,-10.876806985068317,-1.665567317614507,7.9061983466
5645.0,2.6684125347474974,-10.814349570510872,-2.3984895897964296,7.867895548200001
5634.0,2.6426389681554117,-10.512003646922505,-2.073846652232244,7.828497255399999
5830.0,2.6567288185928186,-10.173073420507196,-2.295349715738342,7.7890989626
4429.0,2.574704119053089,-8.561093796233498,-2.0513391708228585,7.7507961642
4913.0,2.6101816418741195,-9.419184256351885,-2.2984537978693402,7.7114978714
5319.0,2.642095087089265,-10.85486096119085,-1.8460528687249058,7.6720995786
5044.0,2.591787540614713,-9.542044023936697,-1.910409700661255,7.6337967802
6018.0,2.6874679718892867,-10.488038102690522,-2.3097445214305763,7.5943984874
5521.0,2.6291487191396263,-11.354730634566044,-1.7673855554559068,7.556095687899999
5524.0,2.660642992290959,-10.695600213860152,-1.5974490164394795,7.5166973951
5214.0,2.6174498963043358,-10.818447796412702,-1.8395438008712754,7.477399102300001
5379.0,2.6424347261420995,-10.436195623587695,-2.3049185045374045,7.4390963038999995
5738.0,2.6638755039699658,-9.98605168871179,-0.9983545604957627,7.3996980111
5390.0,2.652769274887521,-10.118371030540729,-1.9796135560085615,7.3602997183
5415.0,2.6397451568942687,-9.285259942051812,-1.228432712565689,7.3219969199
5989.0,2.6823283276567538,-11.247186778024801,-2.1424027817748748,7.2826986271
6136.0,2.6973216592569247,-11.945064387287529,-2.3991877269626416,7.2443958287
5728.0,2.6687983431752285,-12.235474630410366,-2.237539200687725,7.2049975359000005
5369.0,2.6219827863603236,-10.063679390802358,-2.1815249569646005,7.165599243099999
5990.0,2.6726294806618363,-10.02684122638006,-1.7312488145282519,7.127296444700001
5614.0,2.6468654237444182,-9.86099586057507,-1.9132095479876987,7.087998151900001
5800.0,2.661329776004987,-9.926436475599079,-2.3097108258936485,7.048599859099999
5058.0,2.6054004180619126,-8.983991295990839,-1.201765865289338,7.0102970607
5519.0,2.6566293700726793,-12.022061902841903,-2.214710704167052,6.9708987679
5636.0,2.6425833285008737,-10.544628382138063,-1.8414142677692549,6.9325959695
5441.0,2.6376633807753684,-9.599794663894095,-2.5301089796282215,6.8931976767
5466.0,2.639225998389852,-9.926741829725728,-1.5369736424283087,6.8538993839
6019.0,2.6820226149101685,-11.147070189747234,-2.4958619368025734,6.8155965855
5620.0,2.65377747326531,-12.199240674905115,-1.6929646716089788,6.7761982927
5182.0,2.6296337488123482,-9.115849606731517,-1.191489640356117,6.737895494299999
5704.0,2.6742042520301794,-10.155179187893749,-1.9089007349351492,6.6984972014999995
5996.0,2.676857859591186,-10.219638163230456,-1.6806914096298773,6.6591989087
5014.0,2.6206701770766863,-9.291019904832359,-1.9436283434771564,6.6208961102999995
6223.0,2.712507420972479,-11.094811620307349,-2.0394380192761647,6.5814978175
5971.0,2.6837116988072527,-11.336319265565077,-2.5995761807872815,6.5420995247
5981.0,2.677071215306584,-11.404494897765693,-2.0995483499685172,6.5037967263
5898.0,2.6814544739325346,-10.265626198888599,-1.9258952690207132,6.4644984335
5358.0,2.6477597308570493,-9.278584932599806,-1.9120479066407468,6.4260956351
5844.0,2.67268690818029,-10.215882672028954,-1.8495383452201748,6.3867973423
6418.0,2.723859998518653,-11.949361498464029,-2.793885901049823,6.347399049500001
6746.0,2.7430149293230754,-12.458895122874628,-1.6696792728128733,6.3090962511
6301.0,2.712772078483306,-11.180990700654029,-2.1112738973723357,6.2696979583
5706.0,2.6519015416838108,-10.538646781103793,-2.3770366869912345,6.230399665499999
7005.0,2.8049726278612863,-12.021537744540918,-2.424822427775339,6.192096866
6402.0,2.714706035320447,-11.010057562538943,-2.0657545183331747,6.1526985732
6492.0,2.7196592222836102,-11.877557386274828,-2.16101087981699,6.1143957748
6343.0,2.714240654387501,-11.098435582755643,-2.150317037984003,6.074997482000001
5850.0,2.6764140654414126,-10.215799562253391,-2.121411050608,6.0356991892
5932.0,2.677501997443074,-10.358983013278305,-1.6924347740785628,5.9973963908000005
5980.0,2.692724894381021,-11.990175316602022,-1.6419334708521287,5.957998097999999
6111.0,2.705644269313072,-11.462627574416533,-2.0388141012489998,5.9185998051999995
5689.0,2.6606586180251948,-10.863675320589422,-2.125700893575229,5.880297006799999
6969.0,2.7941447490364517,-12.59918046126898,-2.906612316189541,5.8409987139999995
6479.0,2.7353554445724315,-12.356352075140384,-2.2929128289235696,5.8025959155999995
6588.0,2.7436762380551736,-13.024785112697996,-1.6070642632599097,5.7632976228
6459.0,2.725412089226837,-11.693234999827935,-2.3931275868438275,5.72389933
6870.0,2.790150063619495,-12.262149323600582,-2.503916534275664,5.6855965316
6230.0,2.719330912419601,-11.483341225796801,-2.3630765999087004,5.6461982388
5765.0,2.6800159778429085,-10.268209446620363,-1.9738612033759722,5.606899946
6417.0,2.719297045324584,-12.023461736655797,-3.0801356099070176,5.5685971476
6232.0,2.6972689239774805,-10.957937091438904,-2.5808011670970084,5.529198854800001
5931.0,2.679332042103516,-11.668613280925557,-2.6396509485964263,5.4908960564
6622.0,2.75550673434885,-11.761894483189987,-2.0278363356743805,5.4514977636
6164.0,2.7071425567529857,-11.310001035005456,-1.7670056387773077,5.4121994708
6360.0,2.7220564365915427,-11.002293095704449,-1.7676166858977147,5.3738966724
6083.0,2.6907422551235345,-10.30365641636042,-2.441690229874205,5.334498379599999
6328.0,2.7188645161081966,-10.953880606441492,-2.99005255704255,5.2961955812
7614.0,2.8957581648269692,-13.168579249978473,-2.8607978828584972,5.2567972884
7245.0,2.826983682676195,-14.056391890617485,-2.1351020139547576,5.2174989956
6897.0,2.768422605066283,-12.126124348023176,-3.360705124960749,5.179096197200001
7363.0,2.860017048839203,-13.982354874832678,-2.578486928254458,5.1397979044
6987.0,2.785704917851271,-11.238221750037532,-2.1314950093225797,5.1003996116
6938.0,2.776843371652506,-11.673797893001584,-1.9380376616682167,5.0620968132
7497.0,2.8590638048071497,-13.846620725868332,-3.1235744264838687,5.0226985204000005
6660.0,2.7574129229355044,-11.355932208483848,-2.80545360793468,4.9843957219999995
6744.0,2.7991081625649374,-12.15206271268359,-2.3120089509479027,4.9450974292000005
6521.0,2.748832018168677,-11.095024996282758,-2.0582242424147945,4.9056991364
6225.0,2.7324454001719056,-11.20098852427399,-1.9298462074981995,4.867396338
5816.0,2.683808839653496,-10.163319217752685,-1.6331902547460109,4.8279980441
5898.0,2.692014821910026,-9.963850497016127,-2.247504799282845,4.7886997513
9223.0,3.4637421641383677,-16.415423790762997,-3.1376119152045154,4.7503969529
8675.0,3.055959211015243,-13.774007016058823,-2.7648912013766656,4.7109986601
8028.0,2.920237439836908,-12.143950236417371,-2.6530586080644136,4.6726958617
6848.0,2.773746486726086,-11.904058149130258,-2.720128523402749,4.6332975689
6574.0,2.757099624070917,-11.389462360331766,-2.7975524855477634,4.5939992761
6511.0,2.7241667211158362,-11.490055775804025,-1.682422614462804,4.5555964777
5544.0,2.6492651394838336,-9.655951577425418,-2.1497468247320954,4.5162981849
6044.0,2.6814410252404453,-10.959270291059616,-2.2896652031259164,4.4768998921
5776.0,2.6650834636196152,-11.028589697525929,-2.0151123620440656,4.4385970937
6609.0,2.7646280757368507,-12.708094796585623,-2.8643766154675805,4.3991988009
5925.0,2.6931122946193184,-11.188048598745613,-1.9751552958439431,4.3608960025
5636.0,2.660021967885272,-10.704439666808998,-2.0419533270070094,4.321597709700001
4529.0,2.5787246308541305,-8.277079965838944,-1.8992563991984273,4.2821994169
5317.0,2.638042336856447,-9.766239148744553,-2.401353440306535,4.2438966185
6122.0,2.7221304769996744,-9.92469815187887,-2.8007443269809427,4.2044983257
6059.0,2.6976291958065874,-11.083587884938881,-2.120672707772865,4.1661955273
5108.0,2.629833356160793,-10.597990188272687,-1.8734857438929249,4.1268972344999995
5401.0,2.6422454917071687,-11.067687594068406,-2.566156868235282,4.0874989417
5564.0,2.649523866964786,-10.204160862714813,-1.608474234788431,4.0491961433
6056.0,2.6910696277593877,-11.064372263796123,-2.171787884091161,4.0097978505
5120.0,2.6259447805306326,-9.801116432950124,-1.6129413757656472,3.9704995576999997
5838.0,2.6762570960314,-10.338504345206726,-1.8856592496845805,3.9320967593000002
5490.0,2.645491519376822,-10.669241066956893,-1.7925146981823745,3.8927984665
6218.0,2.6924558529331706,-11.441031491876014,-2.4496507063080712,3.8544956681
5613.0,2.6443725928259143,-11.285001747025946,-1.6553081363492828,3.8150973752999997
5681.0,2.666042293631867,-9.362993567591662,-1.8544325624952815,3.7756990825
6065.0,2.699288991384322,-10.929749766804068,-2.541498798254946,3.7373962841000004
5163.0,2.6401982591146,-9.329599457779688,-2.2691054331987326,3.6980979913
5495.0,2.634540374101638,-10.834058814599103,-1.8988565318708845,3.6586996985000004
6991.0,2.7761996244081786,-12.248356609417252,-2.0013936834160218,3.6203969001
5981.0,2.6671780029540337,-10.205040323270625,-2.0680480456519716,3.5809986073
5894.0,2.67546042201823,-10.389682828739424,-2.072761147738986,3.5426958089
5892.0,2.6766201706833823,-10.307932284862597,-1.735630125341724,3.5033975161
6326.0,2.723945899481073,-10.357359799597633,-2.4457116855815566,3.4639992222000004
7034.0,2.7907936045102484,-12.638653871569979,-2.293769185077745,3.4256964238
6004.0,2.692213634303288,-11.08796169770277,-2.3112047022927826,3.386298131
6614.0,2.77220794483186,-12.239647012036029,-3.1401183628902953,3.3469998382
6489.0,2.764295849421919,-12.072164456341405,-2.4140422196623343,3.3085970398
5913.0,2.6907647384977733,-10.372883277594891,-1.8376938415102886,3.2692987469999997
5554.0,2.6623284789609083,-11.37083410929183,-1.9428621621212672,3.2309959486
5748.0,2.6496711210377155,-9.747290352893005,-1.6831085819825353,3.1915976558
6232.0,2.7039313565445573,-10.887636953836585,-2.348884111817076,3.1521993630000003
6258.0,2.7050844535883702,-11.249534364634822,-2.1271968221896693,3.1138965645999996
6411.0,2.737475373321064,-11.94034182556823,-2.6758874050829116,3.0745982718000002
6090.0,2.6992802526082573,-11.28350883755757,-1.9352445899812556,3.0351999789999997
6513.0,2.757818987561747,-13.11760623589258,-2.294720125259643,2.9968971806
6360.0,2.7205304149352654,-12.141888359515661,-1.6939474694703027,2.9574988878
6008.0,2.7085640362504,-10.47039400428171,-1.7476268426499892,2.9191960894
6769.0,2.7676729257809796,-12.657790204022874,-2.558635301997178,2.8798977966000003
6440.0,2.7334132640679916,-10.25474421505849,-2.6531762489557833,2.8404995038
6373.0,2.7148163499417226,-11.399326384093333,-2.2735054362583944,2.8021967054
6931.0,2.7834798853650717,-11.609370864579574,-1.822311946771265,2.7627984126
6244.0,2.708024962752078,-10.335353886847127,-2.0402615426487185,2.7244956142000003
6198.0,2.7144079618189405,-11.726739188383013,-2.3690568226274786,2.6850973214
7132.0,2.7961668579514787,-12.429794546174643,-2.0125995134771424,2.6457990286
5980.0,2.6887320458532717,-10.356437603491049,-1.943261775239287,2.6074962302
6765.0,2.7611360132140694,-13.075941138138347,-3.0397757641196494,2.5680979374
6514.0,2.7315420651304234,-11.18659427773852,-2.9217124471163736,2.5286996446
6261.0,2.7058846112764714,-10.616482010145761,-2.0803555737102517,2.4903968462
5722.0,2.6779624290886783,-9.701539239041049,-2.184283114720695,2.4510985534
6444.0,2.7397258928680857,-11.247158363740985,-2.099982407543259,2.412795755
6359.0,2.7259626722926846,-10.635626213096288,-1.4947430657703633,2.3733974622
6458.0,2.7619518145154807,-12.200535153496046,-2.194056865078018,2.3339991694
6492.0,2.7560663866689024,-11.995378616744865,-2.4478948475048457,2.295696371
6856.0,2.7790363475308615,-11.733216998907075,-3.1097418811219986,2.2563980781999997
7095.0,2.7793387477890463,-11.711014180918756,-2.0950317462821406,2.2169997854
7020.0,2.7861165877753287,-11.53180567112314,-3.0560072132561427,2.178696987
6421.0,2.729635063542439,-11.22841343018984,-2.480850811876944,2.1392986942
6945.0,2.7814959155189287,-12.02089090485728,-1.9613123428593815,2.1009958947
7120.0,2.79627663005408,-11.134801495647363,-2.0892405996598913,2.0615976019
7128.0,2.799960844588179,-13.41663236509965,-2.5764143061164724,2.0222993091
7194.0,2.825742916840514,-12.71730289224796,-1.9674966223015067,1.9839965107
6642.0,2.7662837349423706,-11.39364321457042,-2.5701294638613503,1.9445982178999999
6936.0,2.7896813216610234,-11.652344734639513,-1.905645930880337,1.9051999250999998
6958.0,2.8164268013496043,-13.578903819848097,-2.7420733210944777,1.8668971266999999
5910.0,2.692732616371953,-10.291363536161098,-2.180696043551402,1.8275988338999998
6919.0,2.7922838093043696,-12.16672608901397,-2.794698540154783,1.7892960355
6746.0,2.7778536871076174,-12.328253668680135,-2.449099139270188,1.7498977427000002
6655.0,2.7356095620426664,-10.312977973095228,-2.5885139362640275,1.7104994499000001
6098.0,2.7160192084270287,-10.619835897233092,-2.112252827356487,1.6721966515
6774.0,2.7674383164483873,-11.695330633630794,-2.255455429110754,1.6328983587
7308.0,2.82170979740416,-12.817883291476273,-2.907573509585942,1.5945955603
6562.0,2.7272112968919497,-11.415131948575247,-2.5726240551368003,1.5551972675
6527.0,2.7637711693356666,-12.51502445481935,-2.3636166581026017,1.5157989747
7045.0,2.7802548840476975,-11.802597149505264,-2.8070696462600715,1.4774961762999999
7233.0,2.8126704511854035,-11.83031518297163,-2.541204029722687,1.4380978835
6877.0,2.783569445817963,-12.989268034635241,-2.888595631752978,1.3987995907
6904.0,2.763325491543033,-10.978352273262283,-2.4611795277203834,1.3604967923
7256.0,2.827196262225884,-12.073498739136749,-2.3346363953459672,1.3210984995000001
7268.0,2.8201522617232824,-11.718396873106796,-2.6542829918633246,1.2827957011
6985.0,2.7946304449572112,-12.498088180616165,-1.8353861639872284,1.2433974083
6909.0,2.7816760099184976,-13.045693038811354,-2.9326620814943283,1.2040991155
6767.0,2.7569142128336224,-11.63032731366987,-2.4567181905347546,1.1657963170999999
7276.0,2.812322173702014,-11.410674566578383,-2.121274385368093,1.1263980243
7519.0,2.8685659167389064,-12.734808194777365,-2.3043958154512625,1.0869997315
6699.0,2.7609878665665075,-11.070264101718918,-2.4939698385234936,1.0486969331
7163.0,2.815725238005288,-12.288866070390178,-2.2357160843522195,1.0093986403
7336.0,2.837208723407075,-12.92778886998397,-3.13652237698875,0.97109584188
6814.0,2.7800723949630313,-11.718302449114548,-2.3149185415206364,0.93169754907
6969.0,2.7990135692482667,-11.764001424963762,-2.0416486485430227,0.8922992562700001
7316.0,2.8180909309513567,-12.896573314803959,-2.5127309260438193,0.85399645787
6586.0,2.72962606404771,-10.897922879673455,-2.7898164531212566,0.81459816508
7088.0,2.8047277086238083,-12.885249088261059,-2.3813795842714067,0.77529987227
7401.0,2.8282898384612256,-11.42580387497009,-2.5665126228049706,0.7369970727799999
7102.0,2.8157175954904012,-11.77213049082671,-2.822230203773422,0.69759877997
7716.0,2.8838412879511672,-12.649376611663829,-2.0442273925289847,0.65929598157
7966.0,2.9355689295717653,-13.307337161396829,-1.9572583406517956,0.61989768877
8512.0,3.0610765669318765,-15.264066239001847,-2.7393835640754753,0.58059939597
8176.0,2.9803579520710564,-13.51804656444508,-2.2309291490394525,0.54229659757
7229.0,2.832237614280479,-13.995052358638382,-2.1539733489041804,0.50289830478
7660.0,2.892072355621429,-14.585118063419037,-3.1689479624470054,0.46459550638
7293.0,2.816023554773621,-11.412195287717564,-2.1453029817137854,0.42519721357
7407.0,2.8201583097052936,-12.0236686709653,-2.529405419190099,0.38589892078000004
7476.0,2.8372841296598077,-11.951776897597075,-2.9657187922272525,0.34759612237
7901.0,2.9795508290585166,-12.235018862839055,-2.2736002178785526,0.30819782956999997
9690.0,3.355663833737825,-12.334762222818668,-3.0497943991887717,0.26879953678
8061.0,2.8992017774725554,-10.51279374847263,-2.9873977503370077,0.23049673838000004
6863.0,2.766699818539158,-9.493513659770755,-2.20932430468317,0.19109844557
4789.0,2.5886841249271773,-7.602219493360073,-2.1386095834558976,0.15279564718
4314.0,2.5512483891833235,-7.749777835366653,-1.8904762739391747,0.11349735437000001
2769.0,2.4833225986326193,-6.294134112971656,-1.2444536867771572,0.074099061575
2714.0,2.480134136864863,-6.7829441255416745,-1.1909035270772446,0.035796263174999995
2347.0,2.464843710431644,-6.479486028948558,-0.4452350213363305,14.177397973
2774.0,2.4732948852413523,-6.708552712074293,-1.1349575872127389,14.13809968
2480.0,2.46094079604944,-7.357883264973405,-0.941083699101616,14.099796882
3207.0,2.498795647166555,-7.722310229905387,-0.9962535882991899,14.060398589000002
2985.0,2.4964606089519195,-7.108327907064333,-0.8363677516452823,14.022095791
3848.0,2.5393647081340283,-7.917877968659367,-1.263625064255422,13.982697498
3683.0,2.5248685593858804,-7.821126682904191,-0.9713333214543741,13.943399205
2757.0,2.478020418101667,-7.4110601757315715,-1.265686927561836,13.905096407
2714.0,2.482823905988327,-6.752942133581527,-0.25951341600618144,13.865698114
2575.0,2.478257518257432,-6.982735109266068,-0.9577873481791986,13.826299821
1945.0,2.444030391173265,-6.850761036035574,-0.4967228423499545,13.787997022999999
3110.0,2.489491709287109,-8.091524456335861,-1.5821451300975342,13.74859873
2798.0,2.488910952069168,-7.370698556879747,-0.837811088414865,13.710295932000001
2883.0,2.4789056572504164,-7.93690351871032,-0.9791372920325978,13.670997639000001
2392.0,2.470226507207038,-6.54352669046683,-0.621883304492636,13.631599346
2770.0,2.4854026076837834,-7.213369765431293,-0.614135303856104,13.593296548
2055.0,2.4566717729231664,-6.779929980869134,-0.7684735874479485,13.553898254000002
